,Artist,Song,Lyrics,Sentiment
2760,Alicia Keys,Girl on fire,hotter catastrophe backing hottest hottest stands lighting gon',Negative
2761,Alicia Keys,Girl on fire (Bluelight version),match catastrophe backing match match match hottest hottest backing match match gon' match match haha match,Neutral
2762,Alicia Keys,Girl on fire (Inferno version),nicki minaj spirit marilyn callin' audibly bawling continued torture comforter brought pills rum balcony jump stunts haters aggy gabby hotter catastrophe backing hottest hottest stands lighting gon' nicki minaj disappear interfere backyard deer horse ranch core fans reppin' 'x' box checkin',Negative
2763,Alicia Keys,Goodbye,intentions given hopeless lifetime naive given others infiltrated,Negative
2764,Alicia Keys,Go ahead,promises stole digging possibilities disappointed reveals given hopes justify mistakes apologize sold using unfolds,Neutral
2765,Alicia Keys,Hallelujah,flows begins hallelujah hallelujah praying paying sins hallelujah arrived disappears protect hallelujah hallelujah praying paying sins hallelujah hallelujah hallelujah places sins hallelujah sins hallelujah hallelujah hallelujah,Positive
2766,Alicia Keys,Harlem's nocturne,diary u journey,Neutral
2767,Alicia Keys,Heartburn,timbo keys feelin achy feelin chest cardiac arrest adrenaline rushing thisheartburn department trippin' slippin' getting' medication nothin docta docta alicia goin adrenaline rushing tryin thisheartburn department tastes resist digest thisheartburn department heartburn department offgo offoohoohooh offgo offoohoohooh,Neutral
2768,Alicia Keys,Holy war,sex obscene twisted lucid baptized boundaries schooled divided difference sexuality brick brick brick brick polishing bombs sex obscene twisted wonderful unafraid forgiveness revenge brick brick brick brick polishing bombs obscene nurse wounds scar nurse wounds scar,Negative
2769,Alicia Keys,How it feels to fly,bare stays riding fail risk stays riding fail risk riding fail risk,Negative
2770,Alicia Keys,If I ain't got you,fortune fame physical define bore superficial diamond rings search fountain promises dozen roses prove platter truly cares diamond rings diamond rings,Positive
2771,Alicia Keys,If I was your woman / Walk on by,lamb strength overrule diamond treats unkind darlin' hang,Neutral
2772,Alicia Keys,Illusion of bliss,yearold addict pursue resist persists bottomless illusion bliss illusion bliss persists bottomless illusion bliss illusion bliss prison flesh confess persists bottomless illusion bliss illusion bliss persists bottomless illusion bliss judged where's tricked putting persists persists bottomless illusion bliss illusion bliss,Positive
2773,Alicia Keys,In common,five goodnight usually replaying familiar common honest common honest messed messed stayed passing vows text reply patience supply satisfied occasions common honest common honest messed messed messed messed messed messed common honest common honest messed messed,Neutral
2774,Alicia Keys,I need you,sand loves fact north south east west fact north south east west desert,Positive
2775,Alicia Keys,Jane Doe,alicia whatz kandi doe's killin' thinkin' slick wit situation information negative dissin' relation cheatin' listenin' doe doe explain slick doe choke doe doe loves doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe doe,Negative
2776,Alicia Keys,Karma,weren't keys bout complete confusing cryin' desirin' cryin desirin' til o'clock 'morn excuse explaining sacrificed thru whatcha confusing o'clock 'morn deceive approach karma,Negative
2777,Alicia Keys,Kill your mama,sons daughters dig poisoned waters sale bought genetics given disrespected rate premature armageddon savin' dangerous sake selves sickness bloody trial witness visit belt gon' redemption blew weather changing hurricane direction direction choosing savin' dangerous sake,Negative
2778,Alicia Keys,Lesson learned,raining rub solid lesson overturned lesson returned lesson lesson fully thirty seconds apologize racing lesson overturned lesson returned lesson lesson struggle's ought lesson overturned lesson returned lesson lesson lesson overturned lesson returned lesson lesson,Neutral
2779,Alicia Keys,Like the sea,leaves pulls leaves floating glowing underwater dreamed currents sweeping cycle stops leaves pulls leaves floating lifetime stronger ship distant cherish leaves pulls leaves leaves floating leaves pulls leaves floating,Positive
2780,Alicia Keys,Like you'll never see me again,cherish wishing present gift granted guaranteed millions thankful present gift granted guaranteed,Positive
2781,Alicia Keys,Listen to your heart,aha,Neutral
2783,Alicia Keys,Love is my disease,world's cure disease mature addicted healthy sickness 'cuz medicine remedy world's cure disease disease mature worlds cure disease disease mature serious symptoms withdrawal ohohoh waking drenched ohohoh world's cure disease disease mature,Positive
2784,Alicia Keys,Lovin' U,quick granted wonderful feelin' naturally naturally laughter climb highest wonderful naturally naturally whether whether incredible intend naturally naturally naturally naturally,Positive
2785,Alicia Keys,More than we know,y'all thatshit's underwater fish mountains drownin' hurtin' impossible moonwalk glide platoon promises stayed stayed create darlin' darlin' woohoo woohoo woohoo woohoo,Positive
2786,Alicia Keys,New day,ak ak ow ay celebrate ay ay ay ay however limitation celebrate ay ay ay celebrate ay ay ay ay eh i'mma ay celebrate ay ay ay ay whether ay celebrate celebrate celebrate celebrate,Positive
2787,Alicia Keys,Nobody not really (Interlude),cares empathy invisible hopeless block stoop momma papa,Neutral
2788,Alicia Keys,No one,everything's everything's pouring hurting certain everything's everything's search divide,Neutral
2789,Alicia Keys,One thing,decision waited truck saving square puppy lied lived yard size finish shouldn't saving compliment gentle company saving,Negative
2790,Alicia Keys,Pawn it all,pawn pawn chain pawn diamond possible willing babies pawn pawn chain pawn diamond zero pawn pawn chain pawn diamond pawn pawn chain pawn diamond,Positive
2791,Alicia Keys,Piano and I,goodness stops tries flip amp prepared whatchu,Positive
2792,Alicia Keys,Pray for forgiveness,garden self delusions granted goodness crashing forgiveness answers captain state notice noticed began comfort regain sanity guarded shattered brokenhearted forgiveness answers captain state notice noticed began forgiveness haunting strength gather forgiveness captain state forgiveness justice answers forgiveness noticed began,Positive
2793,Alicia Keys,Prelude to a kiss,hearted explain guarded travel load bear guide,Neutral
2794,Alicia Keys,Put it in a love song,alicia b beyonce alicia beyonce alicia beyonce letter text cell text cell alicia frontin' alicia beyonce letter text cell text cell beyonce convinces sending gifts showing romance alicia beyonce letter text cell text cell alicia beyonce alicia plans beyonce me's alicia beyonce possibilities alicia infinity alicia beyonce alicia beyonce letter text cell text cell alicia alicia beyonce,Positive
2795,Alicia Keys,Samsonite man,grace woman'd impressed paints blessed promises special secure packin' bags packin bags samsonite rolling wondering cares heartache walks direction rendezvous intentions confused samsonite bag suggestion discretion,Positive
2796,Alicia Keys,Send me an angel (Prelude to a kiss),hearted explain guarded travel load bear sings travel load bear,Neutral
2797,Alicia Keys,She don't really care_1 luv,grew brooklyn grew harlem grew bronx lived queens lived somalia parents egypt cairo y'all y'all picking prettiest prettiest fulfillment harlem brooklyn brixton kingston fair grew brooklyn uhhuh grew harlem harlem grew bronx lived queens uhhuh lived somalia parents egypt egypt cairo lived somalia parents egypt cairo brooklyn brooklyn bronx harlem brooklyn brooklyn bronx luv ignored chair throne affection kneels seat meaning meaning understanding knowledge wisdom meaning meaning,Positive
2798,Alicia Keys,Slow down,ooo feelin situation stronger explore physical attraction ignore oooo medulla oblongata electrified oooo bout explode explore physical attraction ignore reasons dreamed,Positive
2799,Alicia Keys,So simple,wondering beginning hardly simply avoid confrontation armor settle fact beginning,Neutral
2800,Alicia Keys,Speechless,alicia keys destiny prize compare describe speechless speechless poet speechless speechless poet becomes prettiest happens fairy begins saint speechless speechless poet speechless speechless poet eve mornings staring wow quit dude thinks eh hates groove speechless poet alicia keys speechless speechless poet speechless speechless poet poetry,Positive
2801,Alicia Keys,Streets of New York,noise noise candles haven't constant state floats sounds crashing percussive submissions conditions writing unknowing constant state reality choice constant evolution constant adaptation constant state footsteps kindness brave wisdom necessary satisfaction preaching pleading praying charge changing constant state demons roads crosses bear mistakes sins candles steady glow constant crash horizon rocks constant state constant state constant state conconconstant state constant state jungle jungle jungle struggle sleep's cousin hoes bullet holes fills revolution,Positive
2802,Alicia Keys,Superwoman,complete hang sorrow slave humanity shoulders strength superwoman vest chest superwoman mothers sisters superwoman vest chest superwoman clothes superwoman vest chest superwoman,Neutral
2803,Alicia Keys,Sure looks good to me,cheap bittersweet crash parade lifes risk passed leaves naturally parade lifes risk secure lightning crashing foolish emotions bruises seeing easier equation whove complex situation parade lifes risk,Negative
2804,Alicia Keys,Tears always win,covers pillows tuck kissing wanting candles witnessed it'd it'll kissing wanting loneliness reminds everytime kissing wanting,Positive
2805,Alicia Keys,Teenage love affair,dial holla daydreaming concentrate ear matters extreme importance teenage affair meeting th stair letter ending beginning book mrs base base third base pump breaks matters extreme importance teenage affair,Positive
2806,Alicia Keys,Tell you something (Nana's reprise),tryna slips limit sorrow flowers conversation hesitate limit sorrow lean shoulder bond stronger,Negative
2807,Alicia Keys,That's how strong my love is,bars rising setting clearest earthquake ship risk matters fortress desert earthquake ship risk bound tall immovable earthquake ship risk risk deepest waters,Negative
2808,Alicia Keys,That's when I knew,conversation wasnt special didnt overthink sudden butterflies stole sunk didnt didnt brewing didnt overcome didnt butterflies stole sunk eh denying nothing's surrender stole sunk,Negative
2809,Alicia Keys,The beggining (Interlude),history turntables realer history turntables mystery speaker cables nina simone park harlem musical project fables scratched record label record spins dramatic static begins erratic energy,Neutral
2810,Alicia Keys,The element of freedom (Intro),risk remain closed bud painful risk bloom element,Negative
2811,Alicia Keys,The gospel,products ghetto momma cooked soup yelling uncle drunk cousin felon pinched tellin' auntie cook husband crook job payin' books ghetto university knowledge tenement listenin' hook gon' spirit sam cook feds shook doin' eddie murphy martin chain gang coffin roaches rats heroin cracks facts tryna tellin' gon' feedin' revolving brothers doin' bids survival fittest poor illest parents cats heebiegeebies whatever's gon' booth flyin' birds roof poverty pullin' tooth bishop juice roaches rats heroin cracks facts tryna,Negative
2812,Alicia Keys,The Life,rains pours hustlin' struggle horrors madness internally pillow wet,Negative
2813,Alicia Keys,The thing about love,remind forsake threaten laughs cries sneak embrace totally amaze laughs cries bout laughs cries,Positive
2814,Alicia Keys,This bed,lately wishing pillow size sheets wishing pillow size sheets pillow wishing pillow size sheets,Positive
2815,Alicia Keys,Through it all,heartache colder colder stronger stronger bout colder colder stronger stronger dignity surely brighter,Positive
2816,Alicia Keys,Time machine,flies weren't haunt eventually explain rewind explain rewind,Neutral
2817,Alicia Keys,Troubles,follows stalks goodness goodness closing slippin' deeper troubled worried hustles constantly continuous mistakes troubled worried hustles troubled worried hustles troubled worried hustles amen,Negative
2818,Alicia Keys,Try sleeping with a broken heart,tellin' tellin' crown bound fit til could've bout onto onto,Neutral
2819,Alicia Keys,Underdog,noticed nameless homeless asked hers glint conversation notice built mold hustlers trading bus mothers teachers student doctors sons frontline underdog riding taxi kitchen driver wife prison speaking smiled conversation notice built mold hustlers trading bus mothers teachers student doctors sons frontline underdog ay hustlers trading bus mothers teachers student doctors sons frontline underdog,Neutral
2820,Alicia Keys,Un-thinkable (I'm ready),honesty someone's whos drake deserve deserve drake deserve deserve becoming impossible ignore drake alicia drake wondering unthinkable exactly eventually gon' drake deserve deserve drake deserve deserve becoming impossible ignore drake alicia drake wondering unthinkable either sayin' lows highs clip prepared suspended alicia drake wondering unthinkable either sayin',Negative
2821,Alicia Keys,Wait til you see my smile,blowing certain emotions speculate stronger,Positive
2822,Alicia Keys,Wake up,closest ally deception defend protect lovers rescue ourselves ego ticking bomb ignite hurtin' rescue ourselves clears argue thinks,Positive
2823,Alicia Keys,When it's all over,however worried spent lifelong legacy worried borrowed sorrow spent mommy mommy aye aye aye aye aye aye aye aye aye hahaha egypt aww,Neutral
2824,Alicia Keys,When you really love someone,attention tenderness unconditional y'all aint' comfort y'all y'all woman's affection support unconditional y'all comfort y'all argue given given comfort y'all y'all y'all feelin comfort y'all y'all,Neutral
2825,Alicia Keys,Where do we begin now,sex spending conversation testify tells conversation testify tells,Neutral
2826,Alicia Keys,Where do we go from here,crossroads either tracks tracks waitin' lift tracks tracks usually direction staring resolution tracks tracks tracks either,Neutral
2827,Alicia Keys,Why do I feel so sad?,colors showing shouldn't adjust shouldn't actions louder shouldn't shouldn't shouldn't,Neutral
2828,Alicia Keys,Work on it,moved spread heartache heartache easiest abuse easiest abuse,Negative
2829,Alicia Keys,Wreckless love,seeing id bout smooth keepin' drove wreckless til wreckless wreckless brand adventure perfected hesitant eternity stressing wreckless til wreckless wreckless wreckless til wreckless wreckless,Neutral
2830,Alicia Keys,You don't know my name,special lotta ooo gettin takin oooooo ooooo date doin thursday ooooo ooo imagination's runnin ooooo oooo sayin doin' feelin' feelin owww ooooo oooooo doin anyone's attention notice mention affection experience ooooooo oooo michael doin silly doin' thisbut um waitress coffee th lennox braids wednesdays wednesday lunch order special chocolate manager tripping bout milk cream suit 'n cufflinks whatchu interesting usually wondering restaurant clothes park cell phone's breakin thursday's oooo oooooo oooo,Positive
2831,Alicia Keys,You glow (Interlude),lil ps yelled teacher whack stood classroom stood classroom history attacked niggers fact prove y'all row vasoline oil beloved glow,Neutral
2832,Alicia Moffet,Why do boys lie,sees understood happens everytime wondering 'till cup crash happens crossed rescue,Neutral
2833,Alien24,Light in the sky,skywalking heights pure flight blastoff noon stalker force rocker engines,Neutral
2834,Alien24,Music is in my soul,speed an't heartbeat groove,Neutral
2835,AlienBlaze,Enemies with benefits,hatei tinted windows limo wanti benefits benefits benefits benefits benefits benefits benefits benefits fail stamp ego platform heel whos bigger player player favor benefits benefits benefits benefits benefits benefits benefits benefits penthouse pouring champagne penthouse pouring champagne benefits benefits benefits benefits benefits benefits benefits benefits penthouse pouring champagne penthouse pouring champagne,Positive
2836,Alina Baraz,Art of persuasion,aright aright aright aright undress press rewind youve crave chase aright,Neutral
2837,Alina Baraz,Drift,favorite swaying palm poetry painting stories washing pulling sinking washing foreign ignore washing pulling sinking washing,Neutral
2838,Alina Baraz,Fantasy,plane private island planet wash palm worries unwind garden private island palm worries wash palm worries,Negative
2839,Alina Baraz,Maybe,explain glow,Neutral
2840,Alina Baraz,Paradise,travel boy'd boy'd,Neutral
2841,Alison Krauss,Losing you,sigh sigh sang devotion tide began became sharing,Positive
2842,Alison Krauss,It doesn't matter,leads cage sting,Neutral
2843,Alison Krauss,When you say nothing at all,amazing explain sayin' webster define sayin' sayin',Positive
2844,Alison Moyet,Love resurrection,dull dull switch illuminate direction injection calm resurrection divine intervention resurrection divine intervention seed sow replenish barren teach harvest optimistic toil resurrection divine intervention resurrection divine intervention resurrection divine intervention direction injection calm resurrection divine intervention resurrection divine intervention resurrection resurrection divine intervention resurrection resurrection divine intervention resurrection divine intervention resurrection resurrection divine intervention,Positive
2845,Alison Moyet,Wishing you were here,fit burst counting wishing wishing wishing,Positive
2846,Alissic,Like,ashamed haunt bear tune crawls shark tune spit gritted embrace burst bubble tune crawls shark tune tune crawls shark tune tune,Negative
2847,Alistair Griffin,Always no.1,farewell 'cos spark rocket chase risk chase brand glorious,Positive
2848,Alita: Battle Angel,Swan song,noise flicker time's quiet quiet staying silent's quiet flicker's swan swan swan swan swan swan swan dive wishing makebelieve flicker time's quiet quiet staying silent's quiet flicker's swan swan swan swan swan swan swan dive tread heavily tread heavily tread heavily tread heavily tread heavily tread swan swan swan swan swan swan swan dive,Neutral
2849,Aliyah’s Interlude,IT GIRL,ahha hahaha aliyah's interlude aliyahcore period ugh text bitches speed shh haha hahaha atl shh atl cunt redundant trendsetter actin' surprised aliyahcore demise eys y'all realized th hoes fact arguin' bitches maced bitches hoes hahahaha y'all busy hatin' vogue shows ahha hahaha ugh text bitches speed shh haha hahaha atl shh atl cunt redundant shh haha hahaha atl savage hoes savage hoes shh haha hahaha atl,Neutral
2850,Alizée,10 ans,dbut tions libres tions peu sauvages aimions vivre vite bagages qu'estce m'faisais rire ton petit vespa bleu disais tuer devenais vieux puis vite semblait couler source sauf ces nuits restais debout poser ces questions jamais oser dire aucune explication jamais oser partir ans ans l'on donne ans ans l'on pardonne ans ans deux inconnus maintenant juste poussire vent habitions tous deux deux pices avec habitude j'habitais avec solitude voulions enfant l'on fait rflchir appartement rembourser avant mourir devenais fantme devenais oiseau cage parlais qu'aux murs langage souriais pleurais rien pensais qu'un enfant ferait ans ans l'on donne ans ans l'on pardonne ans ans deux inconnus maintenant juste poussire vent,Neutral
2851,Alizée,14 décembre,dcembre cinq sept grand vent d'ouest ville tremble cinq quaaludes sept percocet rendors parmi cendres croix croiss soir guerre pare toute l'arme belles armes ferai prisonniers soir aprs soir dexedrine dollars nuit aprs nuit sous feu nourri regards soir aprs soir quatorzime nuit dcembre lune ouvre lysergique taxi aux vitres sombres pilote file automatique croix croiss bout d'un corridor musique rgne idole d'or s'accolent humains drisoirement soir aprs soir mille milliers petits dparts nuit aprs nuit sous feu roulant regards soir aprs soir soir aprs soir dix milliards petits dparts nuit aprs nuit sous feu roulant regards soir aprs soir,Neutral
2852,Alizée,Abracadabra,abracadabra badadam lalala abracadabra humeur changeons peau chaque fois qu'abracadabra vois vrac humeur couleur sac abracadabra bat j'formule truc laisse coi abracadabra peutetremais tres envoutant colorant abracadabra badadam lalala abracadabra humeur changeons peau chaque fois qu'abracadabra vois flaque humeur couleur tagada bras raccourcis m'tombe dessus souci mange abracadabra patipatata d'la sorcellerie meme ca marche abracadabrax badadam lalala abracadabra humeur changeons peau chaque fois qu'abracadabra vois flaque humeur couleur tagada bras raccourcis m'tombe dessus souci mange abracadabra patipatata d'la sorcellerie meme ca marche,Neutral
2853,Alizée,Adélaïde,alain adlade vous belle yeux sont fixs mouche adlade m'ensorcele mouche prs bouche temps temps vous observe votre singe vous promenez votre mouchoir dsespre jour d'le voir tomber alize cher ami vous n'y pensez vous dites n'y crois n'y crois n'y crois alain vous pouviez seulement m'couter alize vous poussiez jusqu' regarder alain ferais vous adlade ces jours derniers cru remarquer alize yeux vous parfois posent alain d'esprer n'puis m'empcher alize parler ou l'ose alain mademoiselle adlade alize vous pris alain voudrais vous servir guide alize cher ami vous vous mprenez vous allez m'indisposer vous allez vous allez m'agacer alain accepteriezvous danser avec soir quelques menuets alize vous feriez mieux laisser vous allez finir par lasser vous m'agacez m'indisposez vieux freluquet alain vous aviez seulement pu m'couter alize j'avais pu d'vous faire aimer alain j'aurais fait vous adlade,Neutral
2854,Alizée,Alcaline,rythme rif grandchose lentre dun gimmick sacclre corps retient musique fait celle deviens pile alcaline ladrnaline mchapper belle ladrnaline pile quon cline lchappe belle loin loin enfin haut rien matteint senvoler voir fin yeux ferms ailleurs voyage intrieur couteurs rien mest essentiel monde nexiste seule musique rvle celle pile alcaline l'adrnaline m'chapper belle l'adrnaline pile qu'on caline l'chappe belle loin enfin ou rien ou rien m'atteint s'envoler voir fin sarrte jvois gens avant noir blanc vies ralenti jai envie dtre ici musique repartie sais pile alcaline l'adrnaline m'chapper belle l'adrnaline pile qu'on caline l'chappe belle loin loin enfin ou rien ou rien m'atteint s'envoler voir fin,Neutral
2855,Alizée,Amélie,cloud rainbow softly floating wherever amlie amlie amlie amlie melted amlie amlie amlie amlie mlodie mlo d'amlie photographs amlie,Neutral
2856,Alizée,Amélie m'a dit,solitaire petit nuage rond ciel formes labandon lumire ltincelle dit mienne languit japprhende lombre quil fait nva comprendre ses ombres laider sil confiance couper fait pluie changer possible amlie dit amlie lor donner mlodie lodysse lamlie lamiti posie bout lvres amlie lor donner mots damlie sont pleins miel amlie cline ou cajole mlodie ode mienne solitaire photomaton jsuis belle lunisson quon sappelle quon cherche suit veille amlie aussi lumires elles douces farouches dessinaient gestes rouge bouche amlie lor donner mlodie lodysse lamlie lamiti posie bout lvres amlie lor donner mots damlie sont pleins miel amlie cline ou cajole mlodie ode mienne,Neutral
2857,Alizée,À cause de l'automne,feuilles tombent rues sombres sous plein jour tourne court s'teint trop vite derrire l'amour fuite l'automne quitte vivre aquarium rend triste fuis l'automne l'automne couleurs seffacent pardonnent amours lassent abandonnent l'automne n'aime par fentre voir ces deux tres vagabonde pnombre verlaine trop vite derrire l'amour fuite l'automne quitte s'il plat pardonne fais vite fuis l'automne l'automne cachons corps sous tonnes mensonges torts somme l'automne l'automne trop vite derrire l'amour fuite l'automne quitte s'il plat pardonne fais vite fuis l'automne l'automne cachons corps sous tonnes mensonges torts somme l'automne l'automne quitte vivre aquarium rend triste fuis l'automne l'automne couleurs seffacent pardonnent amours lassent abandonnent l'automne,Neutral
2858,Alizée,À cœur fendre,forc porte enfers rompu sceau dfendu dtourn cours d'un volcan rchauffer bras tremblants ciel noir sombre gle pierre fendre froid avanc l'heure l'aurore brusqu retour fleurs fait vitres chang l'ampoule touff cris foule ciel s'effondre dbris dcombres gle fendre froid n'y bruit jardin d'hiver abritons sous ramures contraires monde vacille succombe gle fendre froid,Neutral
2859,Alizée,À contre-courant,univers contrecourant lenvers longtemps terre metsmoi courant jimagine fusions dsire sous hautetension prises nerfs cilie rires lectrons bal bal ballons rien dordinaire rien bon temps tte lenvers trop longtemps terre metsmoi courant devine intentions slectrise tension maximale corpscircuits deux amants sillumine lumire animale lcole lectroaimant retrouver sens pense passe par lennui parti retrouver sens moments sinsolencent dfils doigts envie courant passe aussi menace temps barre temps spare courant passe jai laudace champ magntique magnifique univers contrecourant reviens terre bon mespres metsmoi courant jenvisage rbellion statique dis six allocutions panique dlectrocution isolant retrouver sens pense passe par lennui parti retrouver sens moments sinsolencent dfils doigts envie courant passe aussi menace temps barre temps spare courant passe jai laudace champ magntique magnifique,Neutral
2860,Alizée,A quoi reve une jeune fille,quoi rve jeune fille assise bord nil qu'elle fondre cho l'emmnera loin haut quoi rve jeune fille d'afrique ou manille qu'elle s'offrir douce manteau velours d'une aile d'oiseau airs avoir l'air qu'elle s'enivre d'un souffle nouveau jamais ronds l'eau airs survoler terre remuer vent l'heure mots cette fille avait coeur chaud quoi rve jeune fille soir s'assombrit l'aurore fera cadeau qu'elle s'lvera oiseau quoi rve cette jeune fille assise bord lit d'un fleuve aux cent couleurs tableau pourtant l'intrieur faux,Neutral
2861,Alizée,Bi,fille ou garon s'ra bleu ciel ou rose bonbon garon ou fille sr pokmon ou barbie garon garon ca s'ra caleon pantalon fille avec fille minijupe prjugs phobies n'a besoin d'alibis interdits lubies tous mme acabit l'amour toujours l'amour qu'on soit xy ou bi veut aujourd'hui filles garons s'ra shopping ballon rond garons filles encore zlatan fans glee mecs entre mecs s'ra ttu pecs impecs femmes entre femmes cabines programme prjugs phobies besoin d'alibis interdits lubies tous mme acabit l'amour toujours l'amour qu'on soit xy ou bi veut aujourd'hui filles garons filles garon filles garon femme mec femme mec fille garon prjugs phobies besoin d'alibis interdits lubies tous mme acabit l'amour toujours l'amour qu'on soit xy ou bi veut aujourd'hui l'amour toujours l'amour,Positive
2862,Alizée,Blonde,papapa blonde papapa blonde monde aux blondes dcolores jannonce couleur mme vous dfrise toutes mme matire grise vnitiennes ou platines faut faire avec ses racines fais comptes combien brunes sous blondes monde aux blondes monde aux blondes monde aux blondes mfietoi blondes dcolores jveux vendre mche ni viser personne poupe barbie limage quon donne oups cervelle volages condamnes balayage fais comptes combien brunes sous blondes bardot blonde deneuve blonde bowie blonde madonna blonde marylin blonde alize blonde dcolore blondie platine faites spiner weekend,Neutral
2863,Alizée,Boxing club,club hyper hupp jai percut ces tombeurs chamboule murs filles distingues dansons comment riposter upercute touche plein deux cents lheure voil lancs toiles dfilent pourtant fragiles direct ses pirouettes enflammes mont trs vite allonge dit jme laisse aller jme laisse aller jouer boxeurs quen temps heure vais payer deux points gagner jfais poings pieds sauver lhonneur doux cogneur hier vol jeu jambes dfrisaient brushing direct ses pirouettes mont vite allonge comment rsister jme rveille vient sonne temps dun swing entre poulette deux pirouettes poids lger stait clips depuis toutes ces annes tai gard fond mauvaise fleur fan jaurais tant aim quil eut percut yeux railleurs chamailleur jamais sen remettrait,Positive
2864,Alizée,C'est trop tard,j'envie bulles savons j'envie jules j'envie jupons j'envie pulls sentent bon j'envie jours ou dis jeudi nul dors ici dis ridicule n'sais c'que j'dis jeudi mulles garcons jeu quilles rien qu'un jeu trop tard l'histoire trop tard j'en marre trop tard pars parce qu'entre c'etait peu bizarre j'me barre trop tard croire trop tard oui y'en marre trop tard ton art ou cochon d'opinion t'es j'envie notes chansons j'envie potes j'envie jurons j'envie folles intentions l'envie decolle dis jeudi colle sors d'ici dis l'ecole sait c'que j'vis jeudi l'homme nuits cajole m'econduit calamity calamity hanhan calamity calamity,Negative
2865,Alizée,Ce qui tue l'amour,comment rendre service aux garons plaisent leur rendre service vouloir qu'ils taisent temps faire liste choses faire depuis nuit temps sait l'amour l'amour l'amour amour manque respect n'en manquez jamais coup pseudos faux tlphones jaloux permis voyou maldonne ca vaut aussi amis vais l'essentiel glisse douce message l'oreille esprant qu'il pousse peu fleur coute l'me soeur depuis nuit temps sait l'amour l'amour l'amour amour petits jeux rles paroles l'air trouves drle vulgaire macho possible violent trop cher vaut aussi amis l'amour l'amour amour comment rendre service aux garons plaisent leur rendre service vouloir qu'ils taisent temps faire liste choses faire depuis nuit temps sait l'amour l'amour l'amour amour ca vaut aussi amis,Neutral
2866,Alizée,Charles est stone,charles quil quil danse devant quil prend sais quil plane sourire quil affiche devant monde bahi vous dire sil sen fiche quon pense moque ohoh moque moquer fautil tre fou charles mal dois faire sil prt loin lcher rpondre ses avances manque recul doisje entrer danse bulle charles saistu prends dit charlie prends bras questce attends jattends rien jai peur aussi folle charles eh oui charles ohoh charles charles,Neutral
2867,Alizée,Clara veut la Lune,clara veut m'entendre inventer mots tendres devrais chaque instant surprendre mademoiselle parle pendre s'il faut attendre clara veut l't mars fvrier grillons cessent d'chanter ses gambettes soient bronzes toute nuit clara veut lune m'arrive refuser rang fuse garage dehors d'l'orage clara veut lune terre terre vois l'atterre qu'elle m'en veut n'pas remuer cieux ses beaux yeux clara dit l'ennui devrait tre interdit elle dit j'veux vivre comdie l'action cesse rebondit j'veux qu'tout monde rit clara vit l'amour vrai toujours elle dit n'en fera jamais tour mme toute mme tous jours trop court,Neutral
2868,Alizée,Dans mon sac,jai mis sac toutes promesses toutes passions quelques pansements maladresses ipod contrefaon jai mis sac tous sourires quil mtait donn croiser jy mis soupirs tai dit partais pars porte par nuit pars porte par porte par vent pars maintenant jai mis sac vieux miroir revoir lenvers jy mis beau cuir noir faisait tant pleurer mre jai mis sac toute lindiffrence quil mtait donne croiser jy mis ton tai dit partais,Neutral
2869,Alizée,Décollage,mlancolie collimateur mme lit ordinateur escalier rves colimacon colimacon colimacon faire ses bagages l'invitation choisir maillot d'aprs l'inspiration pars d'un souffle dtonation dtonation dtonation l'entends homme mal baiser prends large filon phnomenal destination destination rtirer voyage vivre lettres capitales prendre l'envol coquillage vasion vasion retomber dcollage altitude m'chappe coquillage par certitude revenir points dpart cherche toile rancard faire escale constellation constellation constellation l'aise bulle carapace tristesse n'a mal l'air inlassable faites attention faites attention recharge sors ses cots sent lbas regard donne palpitation palpitations viens m'enlacer ptales peau nacre ta perle dort j'y entre anges dorment situation situation retomber dcollage altitude m'chappe coquillage par certitude coquille creux vague pourras pleurer qu'un milligramme fe clochette seule copilote bulle l'on passe l'action l'interieur l'antidote drouler l'avions prvu l'avion n'est avion avion ailes d'un oiseau dcollage altitude m'chappe coquillage par certitude oxmo d'attrissage mme t'es sage enfoir,Neutral
2870,Alizée,Double je,serai grand serai bee gees ou pilote formule attendant dguise vrai tous costumes vont rouge noir lespoir toutes couleurs jaime voir quest jy peux quest jy peux faudrait savoir veux faudrait savoir veux quest jy peux quest jy peux faudrait savoir veux faudrait savoir veux oui serai grand sera facile enfin saurai attendant dfile vrai drobe fuis pleurs ris jai peur envie sais toutes couleurs vais voir faute lun lautre double faute lun lautre faudrait savoir veux faudrait savoir veux quest jy peux quest jy peux faudrait savoir veux faudrait savoir veux aprs quest jy peux aprs quest jy peux faudrait savoir veux faudrait savoir veux aprs quest jy peux,Positive
